SRR8287990,WGS,200,33779011200,SAMN10524912,13993217601,UNIVERSITY OF CALIFORNIA IRVINE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5102697,Illumina HiSeq 4000,BW_1,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2019-10-01T00:00:00Z,Peromyscus maniculatus bairdii,SRP172773,PRJNA508550,Model organism or animal,male,bairdii,liver,Adult,,,,BW Stock,
SRR452861,WGS,462,298124275,SAMN00848614,724608402,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134947,454 GS FLX Titanium,4WG_PMAN.00_000pU,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452862,WGS,437,276324919,SAMN00848614,699377913,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452863,WGS,400,306977805,SAMN00848614,818742525,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452864,WGS,402,279007443,SAMN00848614,744304328,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452865,WGS,397,272739444,SAMN00848614,698170968,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452866,WGS,397,258212352,SAMN00848614,670477631,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452867,WGS,460,349582673,SAMN00848614,879604204,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452868,WGS,465,328639300,SAMN00848614,824932103,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452869,WGS,422,260185381,SAMN00848614,688084942,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452870,WGS,439,285442763,SAMN00848614,734447611,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134947,454 GS FLX Titanium,4WG_PMAN.00_000pU,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452871,WGS,408,240840316,SAMN00848614,636153123,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452872,WGS,463,327931199,SAMN00848614,819886557,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134981,454 GS FLX Titanium,4WG_PMAN.00_000pT,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452873,WGS,487,330420548,SAMN00848614,812939983,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134981,454 GS FLX Titanium,4WG_PMAN.00_000pT,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452874,WGS,490,262164047,SAMN00848614,645095351,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134981,454 GS FLX Titanium,4WG_PMAN.00_000pT,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452875,WGS,390,228065122,SAMN00848614,608454999,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452876,WGS,479,307176868,SAMN00848614,752957253,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134981,454 GS FLX Titanium,4WG_PMAN.00_000pT,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452877,WGS,480,301892331,SAMN00848614,726948259,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134961,454 GS FLX Titanium,4WG_PMAN.00_001pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452878,WGS,488,270009471,SAMN00848614,645789211,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134961,454 GS FLX Titanium,4WG_PMAN.00_001pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452879,WGS,392,244292857,SAMN00848614,648277081,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452880,WGS,392,225837486,SAMN00848614,601868534,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452881,WGS,418,256842729,SAMN00848614,675377212,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452882,WGS,466,329946128,SAMN00848614,825120889,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134985,454 GS FLX Titanium,4WG_PMAN.00_000pV,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452883,WGS,442,275508755,SAMN00848614,684914694,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452884,WGS,437,278900635,SAMN00848614,700030780,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452885,WGS,427,276110680,SAMN00848614,711743704,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452886,WGS,470,311618271,SAMN00848614,773779810,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134981,454 GS FLX Titanium,4WG_PMAN.00_000pT,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452887,WGS,429,253001623,SAMN00848614,653320872,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452888,WGS,488,335322849,SAMN00848614,828202138,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134981,454 GS FLX Titanium,4WG_PMAN.00_000pT,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452889,WGS,540,27439018,SAMN00848614,65307221,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134947,454 GS FLX Titanium,4WG_PMAN.00_000pU,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452890,WGS,461,202414898,SAMN00848614,510417498,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452891,WGS,483,182291101,SAMN00848614,452704573,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452892,WGS,471,324184840,SAMN00848614,811559246,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134981,454 GS FLX Titanium,4WG_PMAN.00_000pT,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452893,WGS,440,287715980,SAMN00848614,750340677,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452894,WGS,423,245498358,SAMN00848614,626061440,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452895,WGS,424,258250077,SAMN00848614,654589968,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452896,WGS,403,273009638,SAMN00848614,735844870,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452897,WGS,402,268314545,SAMN00848614,728824115,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452898,WGS,347,228810019,SAMN00848614,622826457,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134972,454 GS FLX Titanium,4WG_PMAN.00_002pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452899,WGS,345,198512081,SAMN00848614,551140635,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134972,454 GS FLX Titanium,4WG_PMAN.00_002pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452900,WGS,495,278516373,SAMN00848614,679658911,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134947,454 GS FLX Titanium,4WG_PMAN.00_000pU,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452901,WGS,361,248078914,SAMN00848614,687725382,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134963,454 GS FLX Titanium,4WG_PMAN.00_002pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452902,WGS,367,233613530,SAMN00848614,645532794,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134963,454 GS FLX Titanium,4WG_PMAN.00_002pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452903,WGS,368,225567872,SAMN00848614,613561793,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134983,454 GS FLX Titanium,4WG_PMAN.00_001pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452904,WGS,367,230473776,SAMN00848614,626682910,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134983,454 GS FLX Titanium,4WG_PMAN.00_001pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452905,WGS,473,291340866,SAMN00848614,718927665,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134947,454 GS FLX Titanium,4WG_PMAN.00_000pU,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452906,WGS,465,253965574,SAMN00848614,631843576,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134947,454 GS FLX Titanium,4WG_PMAN.00_000pU,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452907,WGS,349,213653718,SAMN00848614,593422422,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134972,454 GS FLX Titanium,4WG_PMAN.00_002pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452908,WGS,347,224775051,SAMN00848614,625079183,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134972,454 GS FLX Titanium,4WG_PMAN.00_002pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452909,WGS,394,308698160,SAMN00848614,821225270,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452910,WGS,400,261337052,SAMN00848614,711282431,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452911,WGS,390,279457283,SAMN00848614,726182381,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452912,WGS,389,270028779,SAMN00848614,706194309,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452913,WGS,474,277907819,SAMN00848614,694532252,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134947,454 GS FLX Titanium,4WG_PMAN.00_000pU,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452914,WGS,476,279103832,SAMN00848614,696185055,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134947,454 GS FLX Titanium,4WG_PMAN.00_000pU,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452915,WGS,361,228351121,SAMN00848614,627705121,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134963,454 GS FLX Titanium,4WG_PMAN.00_002pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452916,WGS,365,225632934,SAMN00848614,621063338,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134963,454 GS FLX Titanium,4WG_PMAN.00_002pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452917,WGS,483,257592233,SAMN00848614,614070375,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134953,454 GS FLX Titanium,4WG_PMAN.00_001pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452918,WGS,480,255522214,SAMN00848614,621752659,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134992,454 GS FLX Titanium,4WG_PMAN.00_001pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452919,WGS,496,247289985,SAMN00848614,590156878,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134991,454 GS FLX Titanium,4WG_PMAN.00_001pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452920,WGS,365,239882888,SAMN00848614,645684050,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134963,454 GS FLX Titanium,4WG_PMAN.00_002pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452921,WGS,368,213049355,SAMN00848614,578261513,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134963,454 GS FLX Titanium,4WG_PMAN.00_002pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452922,WGS,323,223794464,SAMN00848614,632357420,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134972,454 GS FLX Titanium,4WG_PMAN.00_002pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452923,WGS,511,194192610,SAMN00848614,458858005,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134969,454 GS FLX Titanium,4WG_PMAN.00_001pG,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR10402715,WGS,186,3775566942,SAMN10150431,2706234922,HARVARD UNIVERSITY / HOWARD HUGHES MEDICAL INSTITUTE,public,"bam,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7102054,Illumina HiSeq 2500,HVTVGADXX.BW_6222,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2019-11-08T00:00:00Z,PMAN_BW_2,SRP228686,PRJNA494228,Model organism or animal,female,bairdii,liver,Adult,,,,,BW
SRR1012304,WGS,202,39539788858,SAMN00848614,27772878842,BCM,public,"fastq,sra","s3,ncbi","ncbi.public,s3.us-east-1",SRX364631,Illumina HiSeq 2000,IWG_PDMRG.Peromyscus-maniculatus-1-1_7mA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2013-10-18T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR1012308,WGS,202,31282551634,SAMN00848614,20502620765,BCM,public,"sra,fastq","ncbi,s3","s3.us-east-1,ncbi.public",SRX364632,Illumina HiSeq 2000,IWG_PDMRG.PMK-1-1_5pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2013-10-18T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR1012306,WGS,202,32804925644,SAMN00848614,23742752720,BCM,public,"fastq,sra","ncbi,s3","ncbi.public,s3.us-east-1",SRX364631,Illumina HiSeq 2000,IWG_PDMRG.Peromyscus-maniculatus-1-1_7mA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2013-10-18T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR1012307,WGS,202,28146922602,SAMN00848614,19729008504,BCM,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX364632,Illumina HiSeq 2000,IWG_PDMRG.PMK-1-1_5pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2013-10-18T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR1012310,WGS,202,33684890366,SAMN00848614,20894996729,BCM,public,"sra,fastq","ncbi,s3","ncbi.public,s3.us-east-1",SRX364630,Illumina HiSeq 2000,IWG_PDMRG.PMK-1-1_4pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2013-10-18T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR1012311,WGS,202,33979774006,SAMN00848614,24658948623,BCM,public,"sra,fastq",ncbi,ncbi.public,SRX364632,Illumina HiSeq 2000,IWG_PDMRG.PMK-1-1_5pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2013-10-18T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR1012303,WGS,202,44022815258,SAMN00848614,29020540089,BCM,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX364630,Illumina HiSeq 2000,IWG_PDMRG.PMK-1-1_4pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2013-10-18T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR1012305,WGS,202,38015902474,SAMN00848614,26614661368,BCM,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX364631,Illumina HiSeq 2000,IWG_PDMRG.Peromyscus-maniculatus-1-1_7mA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2013-10-18T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
