SRR1970797,WGS,PRJNA280802,SAMN03466619,UNIVERSITY OF POTSDAM,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX992579,Illumina HiSeq 2000,LPA_placenta--SG,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-04-10T00:00:00Z,LPA_placenta,SRP057047,,,,,,,,,,,,200,392390800,252808424,,,,,not collected,J.Fickel,Model organism or animal,NA,not collected,tissue (placenta)
ERR1653827,WGS,PRJEB15462,SAMEA4461219,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ena,s3,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",ERX1724143,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461219,ERP017222,lp158,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360398,ERS1360398,Lynx pardinus whole mitogenome,163,152464,190708,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653828,WGS,PRJEB15462,SAMEA4461220,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,s3,gs,ena","ena,s3.us-east-1,gs.US,ncbi.public",ERX1724144,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461220,ERP017222,lp163,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360399,ERS1360399,Lynx pardinus whole mitogenome,164,341938,318902,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653829,WGS,PRJEB15462,SAMEA4461221,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ncbi,ena,s3","gs.US,ncbi.public,ena,s3.us-east-1",ERX1724145,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461221,ERP017222,lp165,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360400,ERS1360400,Lynx pardinus whole mitogenome,161,236513,245565,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653830,WGS,PRJEB15462,SAMEA4461222,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,ncbi,s3,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERX1724146,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461222,ERP017222,lp169,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360401,ERS1360401,Lynx pardinus whole mitogenome,148,1174348,855327,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653831,WGS,PRJEB15462,SAMEA4461223,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,ncbi,gs,ena","gs.US,ncbi.public,s3.us-east-1,ena",ERX1724147,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461223,ERP017222,lp173,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360402,ERS1360402,Lynx pardinus whole mitogenome,172,46495,118699,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653832,WGS,PRJEB15462,SAMEA4461224,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,ena,gs,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",ERX1724148,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461224,ERP017222,lp185,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360403,ERS1360403,Lynx pardinus whole mitogenome,165,175671,205178,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653833,WGS,PRJEB15462,SAMEA4461225,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,ncbi,ena,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERX1724149,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461225,ERP017222,lp188,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360404,ERS1360404,Lynx pardinus whole mitogenome,170,30221,107292,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653834,WGS,PRJEB15462,SAMEA4461226,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,ncbi,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERX1724150,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461226,ERP017222,lp190,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360405,ERS1360405,Lynx pardinus whole mitogenome,167,139847,182180,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653835,WGS,PRJEB15462,SAMEA4461227,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,s3,ena,gs","s3.us-east-1,ena,ncbi.public,gs.US",ERX1724151,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461227,ERP017222,lp201,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360406,ERS1360406,Lynx pardinus whole mitogenome,161,347123,320308,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653836,WGS,PRJEB15462,SAMEA4461228,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724152,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461228,ERP017222,lp204,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360407,ERS1360407,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653837,WGS,PRJEB15462,SAMEA4461229,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,gs,ena,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724153,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461229,ERP017222,lp205,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360408,ERS1360408,Lynx pardinus whole mitogenome,163,299088,287666,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653838,WGS,PRJEB15462,SAMEA4461230,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,gs,ncbi,s3","s3.us-east-1,ena,ncbi.public,gs.US",ERX1724154,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461230,ERP017222,lp208,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360409,ERS1360409,Lynx pardinus whole mitogenome,159,216593,228922,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653839,WGS,PRJEB15462,SAMEA4461231,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724155,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461231,ERP017222,lp221,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360410,ERS1360410,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653840,WGS,PRJEB15462,SAMEA4461232,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724156,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461232,ERP017222,lp227,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360411,ERS1360411,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653841,WGS,PRJEB15462,SAMEA4461233,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724157,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461233,ERP017222,lp253,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360412,ERS1360412,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653842,WGS,PRJEB15462,SAMEA4461234,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1724158,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461234,ERP017222,lp273,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360413,ERS1360413,Lynx pardinus whole mitogenome,148,98497,150049,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653843,WGS,PRJEB15462,SAMEA4461235,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724159,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461235,ERP017222,lp274,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360414,ERS1360414,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653844,WGS,PRJEB15462,SAMEA4461236,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724160,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461236,ERP017222,lp276,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360415,ERS1360415,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653845,WGS,PRJEB15462,SAMEA4461237,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724161,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461237,ERP017222,lp278,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360416,ERS1360416,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653846,WGS,PRJEB15462,SAMEA4461238,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724162,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461238,ERP017222,lp279,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360417,ERS1360417,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653847,WGS,PRJEB15462,SAMEA4461239,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724163,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461239,ERP017222,lp282,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360418,ERS1360418,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653848,WGS,PRJEB15462,SAMEA4461240,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724164,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461240,ERP017222,lp298,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360419,ERS1360419,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653849,WGS,PRJEB15462,SAMEA4461241,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724165,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461241,ERP017222,lp325,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360420,ERS1360420,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653850,WGS,PRJEB15462,SAMEA4461242,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724166,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461242,ERP017222,lp335,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360421,ERS1360421,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653851,WGS,PRJEB15462,SAMEA4461243,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724167,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461243,ERP017222,lp337,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360422,ERS1360422,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653852,WGS,PRJEB15462,SAMEA4461244,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724168,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461244,ERP017222,lp359,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360423,ERS1360423,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653853,WGS,PRJEB15462,SAMEA4461245,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724169,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461245,ERP017222,lp374,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360424,ERS1360424,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653854,WGS,PRJEB15462,SAMEA4461246,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724170,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461246,ERP017222,lp375,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360425,ERS1360425,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653855,WGS,PRJEB15462,SAMEA4461247,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724171,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461247,ERP017222,lp385,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360426,ERS1360426,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653856,WGS,PRJEB15462,SAMEA4461248,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724172,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461248,ERP017222,lp41,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360427,ERS1360427,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653857,WGS,PRJEB15462,SAMEA4461249,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724173,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461249,ERP017222,lp443,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360428,ERS1360428,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653858,WGS,PRJEB15462,SAMEA4461250,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724174,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461250,ERP017222,lp444,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360429,ERS1360429,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653859,WGS,PRJEB15462,SAMEA4461251,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724175,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461251,ERP017222,lp449,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360430,ERS1360430,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653860,WGS,PRJEB15462,SAMEA4461252,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724176,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461252,ERP017222,lp452,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360431,ERS1360431,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653861,WGS,PRJEB15462,SAMEA4461253,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,gs,ena,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERX1724177,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461253,ERP017222,lp455,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360432,ERS1360432,Lynx pardinus whole mitogenome,154,243505,245885,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653862,WGS,PRJEB15462,SAMEA4461254,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724178,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461254,ERP017222,lp457,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360433,ERS1360433,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653863,WGS,PRJEB15462,SAMEA4461255,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724179,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461255,ERP017222,lp472,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360434,ERS1360434,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653864,WGS,PRJEB15462,SAMEA4461256,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724180,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461256,ERP017222,lp477,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360435,ERS1360435,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653865,WGS,PRJEB15462,SAMEA4461257,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724181,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461257,ERP017222,lp489,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360436,ERS1360436,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653866,WGS,PRJEB15462,SAMEA4461258,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724182,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461258,ERP017222,lp492,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360437,ERS1360437,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653867,WGS,PRJEB15462,SAMEA4461259,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724183,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461259,ERP017222,lp493,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360438,ERS1360438,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653868,WGS,PRJEB15462,SAMEA4461260,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724184,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461260,ERP017222,lp535,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360439,ERS1360439,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653869,WGS,PRJEB15462,SAMEA4461261,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724185,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461261,ERP017222,lp556,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360440,ERS1360440,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653870,WGS,PRJEB15462,SAMEA4461262,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724186,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461262,ERP017222,lp559A,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360441,ERS1360441,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653871,WGS,PRJEB15462,SAMEA4461263,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724187,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461263,ERP017222,lp632,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360442,ERS1360442,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
